	Ticker	Report Date	Fiscal Year	Revenue	Cost of Revenue	Operating Income (Loss)	Operating Expenses	Depreciation & Amortization	EBITDA	account_number	organization	authority_types	sectors	primary_industry	primary_questionnaire_sector
3384	MRTX	2018-12-31	2018	12926000.0	0.0	-102627000.0	-115553000.0	175000.0	-102452000.0						
3385	MRTX	2019-12-31	2019	3335000.0	0.0	-222104000.0	-225439000.0	249000.0	-221855000.0						
3386	MRVL	2018-01-31	2017	2409170000.0	-947230000.0	509330000.0	-952610000.0	83487000.0	592817000.0	11401.0	Marvell Technology Group, Ltd.	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
3387	MRVL	2019-01-31	2018	2865791000.0	-1407399000.0	120023000.0	-1338369000.0	123983000.0	244006000.0	11401.0	Marvell Technology Group, Ltd.	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
3388	MRVL	2020-01-31	2019	2699161000.0	-1342220000.0	-188030000.0	-1544971000.0	156658000.0	-31372000.0	11401.0	Marvell Technology Group, Ltd.	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
3389	MSA	2017-12-31	2017	1196809000.0	-657918000.0	62336000.0	-476555000.0	37877000.0	100213000.0						
3390	MSA	2018-12-31	2018	1358104000.0	-746241000.0	189056000.0	-422807000.0	37852000.0	226908000.0						
3391	MSA	2019-12-31	2019	1401981000.0	-765369000.0	219890000.0	-416722000.0	38020000.0	257910000.0						
3392	MSCC	2017-10-31	2017	1811800000.0	-654300000.0	293500000.0	-864000000.0	240400000.0	533900000.0						
3393	MSCI	2017-12-31	2017	1274172000.0	-273913000.0	579188000.0	-421071000.0	79987000.0	659175000.0	15831.0	MSCI	 Investor	 Specialized professional services	Services	General
3394	MSCI	2018-12-31	2018	1433984000.0	-287335000.0	686898000.0	-459751000.0	85535000.0	772433000.0	15831.0	MSCI	 Investor	 Specialized professional services	Services	General
3395	MSCI	2019-12-31	2019	1557796000.0	-294961000.0	755701000.0	-507134000.0	79409000.0	835110000.0	15831.0	MSCI	 Investor	 Specialized professional services	Services	General
3396	MSFT	2017-06-30	2017	96571000000.0	-34261000000.0	29331000000.0	-32979000000.0	8778000000.0	38109000000.0	11930.0	Microsoft Corporation	 Investor, Supply Chain	 IT & software development	Services	General
3397	MSFT	2018-06-30	2018	110360000000.0	-38353000000.0	35058000000.0	-36949000000.0	10261000000.0	45319000000.0	11930.0	Microsoft Corporation	 Investor, Supply Chain	 IT & software development	Services	General
3398	MSFT	2019-06-30	2019	125843000000.0	-42910000000.0	42959000000.0	-39974000000.0	11682000000.0	54641000000.0	11930.0	Microsoft Corporation	 Investor, Supply Chain	 IT & software development	Services	General
3399	MSFT	2020-06-30	2020	143015000000.0	-46078000000.0	52959000000.0	-43978000000.0	12796000000.0	65755000000.0	11930.0	Microsoft Corporation	 Investor, Supply Chain	 IT & software development	Services	General
3400	MSG	2019-06-30	2019	1048909000.0	-670641000.0	-45597000.0	-423865000.0	109343000.0	63746000.0						
3401	MSG	2020-06-30	2020	762936000.0	-508122000.0	-194722000.0	-449536000.0	104899000.0	-89823000.0						
3402	MSI	2017-12-31	2017	6380000000.0	-3356000000.0	1282000000.0	-1742000000.0	343000000.0	1625000000.0	32491.0	Motorola Solutions	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
3403	MSI	2018-12-31	2018	7343000000.0	-3863000000.0	1255000000.0	-2225000000.0	360000000.0	1615000000.0	32491.0	Motorola Solutions	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
3404	MSI	2019-12-31	2019	7887000000.0	-3956000000.0	1581000000.0	-2350000000.0	394000000.0	1975000000.0	32491.0	Motorola Solutions	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
3405	MSM	2017-08-31	2017	2887744000.0	-1601497000.0	379000000.0	-907247000.0	62980000.0	441980000.0						
3406	MSM	2018-08-31	2018	3203878000.0	-1810917000.0	420553000.0	-972408000.0	63154000.0	483707000.0						
3407	MSM	2019-08-31	2019	3363817000.0	-1931774000.0	399996000.0	-1032047000.0	65377000.0	465373000.0						
3408	MSM	2020-08-31	2020	3192399000.0	-1849077000.0	350740000.0	-992582000.0	69079000.0	419819000.0						
3409	MTBC	2017-12-31	2017	31810635.0	0.0	-4095109.0	-35905744.0	4299943.0	204834.0						
3410	MTBC	2018-12-31	2018	50545781.0	0.0	-2466546.0	-53012327.0	2913866.0	447320.0						
3411	MTBC	2019-12-31	2019	64438594.0	0.0	-57428.0	-64496022.0	3070497.0	3013069.0						
3412	MTCH	2017-12-31	2017	1330661000.0	-279499000.0	360517000.0	-690645000.0	34081000.0	394598000.0						
3413	MTCH	2018-12-31	2018	1729850000.0	-410000000.0	553294000.0	-766556000.0	34286000.0	587580000.0						
3414	MTCH	2019-12-31	2019	2051258000.0	-527184000.0	648531000.0	-875543000.0	41177000.0	689708000.0						
3415	MTD	2017-12-31	2017	2725053000.0	-1151740000.0	613913000.0	-959400000.0	76129000.0	690042000.0						
3416	MTD	2018-12-31	2018	2935586000.0	-1251208000.0	682981000.0	-1001397000.0	84691000.0	767672000.0						
3417	MTD	2019-12-31	2019	3008652000.0	-1267441000.0	728388000.0	-1012823000.0	88681000.0	817069000.0						
3418	MTEM	2017-12-31	2017	3395000.0	0.0	-17847000.0	-21242000.0	155000.0	-17692000.0						
3419	MTEM	2018-12-31	2018	13285000.0	0.0	-30999000.0	-44284000.0	974000.0	-30025000.0						
3420	MTEM	2019-12-31	2019	22270000.0	0.0	-48326000.0	-70596000.0	1182000.0	-47144000.0						
3421	MTII	2017-12-31	2017	553455000.0	-119643000.0	32304000.0	-401508000.0	245606000.0	277910000.0						
3422	MTII	2018-12-31	2018	540358000.0	-692488000.0	-494143000.0	-342013000.0	223073000.0	-271070000.0						
3423	MTN	2017-07-31	2017	1907218000.0	0.0	395220000.0	-1511998000.0	189157000.0	584377000.0						
3424	MTN	2018-07-31	2018	2011553000.0	0.0	411068000.0	-1600485000.0	204462000.0	615530000.0						
3425	MTN	2019-07-31	2019	2271575000.0	0.0	481720000.0	-1789855000.0	218117000.0	699837000.0						
3426	MTN	2020-07-31	2020	1963704000.0	0.0	406818000.0	-1556886000.0	249572000.0	656390000.0						
3427	MTOR	2017-09-30	2017	3347000000.0	-2863000000.0	213000000.0	-271000000.0	0.0	213000000.0						
3428	MTOR	2018-09-30	2018	4178000000.0	-3524000000.0	323000000.0	-331000000.0	0.0	323000000.0						
3429	MTOR	2019-09-30	2019	4388000000.0	-3748000000.0	371000000.0	-269000000.0	0.0	371000000.0						
3430	MTOR	2020-09-30	2020	3044000000.0	-2716000000.0	67000000.0	-261000000.0	0.0	67000000.0						
3431	MTRN	2017-12-31	2017	1139447000.0	-927953000.0	38579000.0	-172915000.0	42751000.0	81330000.0						
3432	MTRN	2018-12-31	2018	1207815000.0	-956710000.0	67095000.0	-184010000.0	35524000.0	102619000.0						
3433	MTRN	2019-12-31	2019	1185424000.0	-926280000.0	81926000.0	-177218000.0	41116000.0	123042000.0						
3434	MTSI	2017-09-30	2017	698772000.0	-371888000.0	-8988000.0	-335872000.0	92998000.0	84010000.0						
3435	MTSI	2018-09-30	2018	570398000.0	-324692000.0	-93680000.0	-339386000.0	112383000.0	18703000.0						
3436	MTSI	2019-09-30	2019	499708000.0	-279000000.0	-96047000.0	-316755000.0	104418000.0	8371000.0						
3437	MTZ	2017-12-31	2017	6606978000.0	-5745307000.0	398519000.0	-463152000.0	188049000.0	586568000.0						
3438	MTZ	2018-12-31	2018	6909417000.0	-5939308000.0	469901000.0	-500208000.0	212930000.0	682831000.0						
3439	MTZ	2019-12-31	2019	7183188000.0	-6070244000.0	577962000.0	-534982000.0	235482000.0	813444000.0						
3440	MU	2017-08-31	2017	20322000000.0	-11886000000.0	5886000000.0	-2550000000.0	3861000000.0	9747000000.0	11905.0	Micron Technology, Inc.	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
3441	MU	2018-08-31	2018	30391000000.0	-12500000000.0	14994000000.0	-2897000000.0	4759000000.0	19753000000.0	11905.0	Micron Technology, Inc.	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
3442	MU	2019-08-31	2019	23406000000.0	-12704000000.0	7376000000.0	-3326000000.0	5424000000.0	12800000000.0	11905.0	Micron Technology, Inc.	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
3443	MU	2020-08-31	2020	21435000000.0	-14883000000.0	3003000000.0	-3549000000.0	5650000000.0	8653000000.0	11905.0	Micron Technology, Inc.	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
3444	MUR	2017-12-31	2017	2225129000.0	-591157000.0	410897000.0	-1223075000.0	957719000.0	1368616000.0						
3445	MUR	2018-12-31	2018	2570603000.0	-659871000.0	678248000.0	-1232484000.0	971901000.0	1650149000.0						
3446	MUR	2019-12-31	2019	2829053000.0	-95105000.0	1312864000.0	-1421084000.0	1147842000.0	2460706000.0						
3447	MVIS	2017-12-31	2017	9634000.0	-9862000.0	-25480000.0	-25252000.0	1257000.0	-24223000.0						
3448	MVIS	2018-12-31	2018	17607000.0	-10638000.0	-27220000.0	-34189000.0	1838000.0	-25382000.0						
3449	MVIS	2019-12-31	2019	8886000.0	-8564000.0	-26472000.0	-26794000.0	1649000.0	-24823000.0						
3450	MXIM	2017-06-30	2017	2295615000.0	-849135000.0	702294000.0	-744186000.0	164292000.0	866586000.0						
3451	MXIM	2018-06-30	2018	2480066000.0	-853945000.0	834340000.0	-791781000.0	144974000.0	979314000.0						
3452	MXIM	2019-06-30	2019	2314329000.0	-813823000.0	747851000.0	-752655000.0	110745000.0	858596000.0						
3453	MXIM	2020-06-30	2020	2191395000.0	-758743000.0	686394000.0	-746258000.0	108533000.0	794927000.0						
3454	MXWL	2017-12-31	2017	130368000.0	-101573000.0	-35374000.0	-64169000.0	9580000.0	-25794000.0						
3455	MXWL	2018-12-31	2018	90459000.0	-80459000.0	-40525000.0	-50525000.0	8071000.0	-32454000.0						
3456	MYGN	2017-06-30	2017	769900000.0	-171200000.0	47900000.0	-550800000.0	48300000.0	96200000.0						
3457	MYGN	2018-06-30	2018	772600000.0	-177200000.0	57500000.0	-537900000.0	54400000.0	111900000.0						
3458	MYGN	2019-06-30	2019	851100000.0	-201000000.0	8700000.0	-641400000.0	73000000.0	81700000.0						
3459	MYGN	2020-06-30	2020	638600000.0	-186100000.0	-134800000.0	-587300000.0	72000000.0	-62800000.0						
3460	MYL	2017-12-31	2017	11907700000.0	-7124600000.0	1424000000.0	-3359100000.0	1805800000.0	3229800000.0						
3461	MYL	2018-12-31	2018	11433900000.0	-7432300000.0	856100000.0	-3145500000.0	2109900000.0	2966000000.0						
3462	MYL	2019-12-31	2019	11500500000.0	-7602900000.0	694100000.0	-3203500000.0	2019300000.0	2713400000.0						
3463	NACCO	2017-12-31	2017	104778000.0	-87859000.0	28666000.0	11747000.0	12767000.0	41433000.0						
3464	NACCO	2018-12-31	2018	135375000.0	-105407000.0	42732000.0	12764000.0	14683000.0	57415000.0						
3465	NACCO	2019-12-31	2019	204873000.0	-109862000.0	38614000.0	-56397000.0	16240000.0	54854000.0						
3466	NAII	2017-06-30	2017	121946000.0	-95742000.0	9702000.0	-16502000.0	2384000.0	12086000.0						
3467	NAII	2018-06-30	2018	132437000.0	-106117000.0	9533000.0	-16787000.0	2908000.0	12441000.0						
3468	NAII	2019-06-30	2019	138290000.0	-114715000.0	5961000.0	-17614000.0	3465000.0	9426000.0						
3469	NAII	2020-06-30	2020	118876000.0	-100005000.0	1773000.0	-17098000.0	3959000.0	5732000.0						
3470	NANO	2017-12-31	2017	258621000.0	-121920000.0	42806000.0	-93895000.0	6920000.0	49726000.0						
3471	NANO	2018-12-31	2018	324523000.0	-140429000.0	66487000.0	-117607000.0	6846000.0	73333000.0						
3472	NANO	2019-12-31	2019	305896000.0	-170868000.0	-5043000.0	-140071000.0	5965000.0	922000.0						
3473	NATI	2017-12-31	2017	1289386000.0	-328324000.0	145778000.0	-815284000.0	72695000.0	218473000.0						
3474	NATI	2018-12-31	2018	1359132000.0	-333727000.0	172879000.0	-852526000.0	70667000.0	243546000.0						
3475	NATI	2019-12-31	2019	1353215000.0	-336891000.0	147712000.0	-868612000.0	73541000.0	221253000.0						
3476	NATR	2017-12-31	2017	342029000.0	-91037000.0	1387000.0	-249605000.0	8634000.0	10021000.0						
3477	NATR	2018-12-31	2018	364810000.0	-95691000.0	5351000.0	-263768000.0	9806000.0	15157000.0						
3478	NATR	2019-12-31	2019	362215000.0	-93940000.0	16125000.0	-252150000.0	10599000.0	26724000.0						
3479	NAV	2017-10-31	2017	8570000000.0	-7037000000.0	425000000.0	-1108000000.0	223000000.0	648000000.0	12893.0	Navistar International Corporation	 Investor, Supply Chain	 Financial services, Metal products manufacturing, Powered machinery, Transportation equipment	Manufacturing	Transport OEMS
3480	NAV	2018-10-31	2018	10250000000.0	-8317000000.0	760000000.0	-1173000000.0	211000000.0	971000000.0	12893.0	Navistar International Corporation	 Investor, Supply Chain	 Financial services, Metal products manufacturing, Powered machinery, Transportation equipment	Manufacturing	Transport OEMS
3481	NAV	2019-10-31	2019	11251000000.0	-9245000000.0	589000000.0	-1417000000.0	193000000.0	782000000.0	12893.0	Navistar International Corporation	 Investor, Supply Chain	 Financial services, Metal products manufacturing, Powered machinery, Transportation equipment	Manufacturing	Transport OEMS
3482	NBIX	2017-12-31	2017	161626000.0	0.0	-131361000.0	-292987000.0	2400000.0	-128961000.0						
3483	NBIX	2018-12-31	2018	451240000.0	0.0	36895000.0	-414345000.0	4024000.0	40919000.0						
3484	NBIX	2019-12-31	2019	788087000.0	0.0	72283000.0	-715804000.0	7452000.0	79735000.0						
3485	NBL	2017-12-31	2017	4256000000.0	-1329000000.0	647000000.0	-2280000000.0	2053000000.0	2700000000.0						
3486	NBL	2018-12-31	2018	4986000000.0	-1326000000.0	995000000.0	-2665000000.0	1934000000.0	2929000000.0						
3487	NBL	2019-12-31	2019	4438000000.0	-1770000000.0	-159000000.0	-2827000000.0	2197000000.0	2038000000.0						
3488	NCLH	2017-12-31	2017	5396175000.0	-3063644000.0	1048819000.0	-1283712000.0	521484000.0	1570303000.0						
3489	NCLH	2018-12-31	2018	6055126000.0	-3377076000.0	1219061000.0	-1458989000.0	566972000.0	1786033000.0						
3490	NCLH	2019-12-31	2019	6462376000.0	-3663261000.0	1178077000.0	-1621038000.0	647102000.0	1825179000.0						
3491	NCMI	2017-12-31	2017	426100000.0	-124700000.0	153900000.0	-147500000.0	37600000.0	191500000.0						
3492	NCMI	2018-12-31	2018	441400000.0	-132400000.0	154300000.0	-154700000.0	39900000.0	194200000.0						
3493	NCMI	2019-12-31	2019	444800000.0	-134500000.0	161300000.0	-149000000.0	13600000.0	174900000.0						
3494	NCR	2017-12-31	2017	6516000000.0	-4652000000.0	676000000.0	-1188000000.0	354000000.0	1030000000.0						
3495	NCR	2018-12-31	2018	6405000000.0	-4730000000.0	418000000.0	-1257000000.0	330000000.0	748000000.0						
3496	NCR	2019-12-31	2019	6915000000.0	-4994000000.0	611000000.0	-1310000000.0	333000000.0	944000000.0						
3497	NDAQ	2017-12-31	2017	3965000000.0	-1537000000.0	1043000000.0	-1385000000.0	188000000.0	1231000000.0	12768.0	Nasdaq, Inc	 Investor, Supply Chain	 Financial services, Specialized professional services	Services	General
3498	NDAQ	2018-12-31	2018	4277000000.0	-1751000000.0	1049000000.0	-1477000000.0	210000000.0	1259000000.0	12768.0	Nasdaq, Inc	 Investor, Supply Chain	 Financial services, Specialized professional services	Services	General
3499	NDAQ	2019-12-31	2019	4262000000.0	-1727000000.0	1086000000.0	-1449000000.0	190000000.0	1276000000.0	12768.0	Nasdaq, Inc	 Investor, Supply Chain	 Financial services, Specialized professional services	Services	General
3500	NDLS	2018-01-31	2017	456492000.0	-323511000.0	-33850000.0	-166831000.0	24613000.0	-9237000.0						
3501	NDLS	2019-01-31	2018	457841000.0	-319868000.0	-3758000.0	-141731000.0	22872000.0	19114000.0						
3502	NDLS	2020-01-31	2019	462411000.0	-316607000.0	5439000.0	-140365000.0	22086000.0	27525000.0						
3503	NDMT	2017-12-31	2017	3750894.0	-3116151.0	-4781444.0	-5416187.0	60124.0	-4721320.0						
3504	NDSN	2017-10-31	2017	2066982000.0	-927981000.0	460140000.0	-678861000.0	90854000.0	550994000.0						
3505	NDSN	2018-10-31	2018	2254668000.0	-1018703000.0	494557000.0	-741408000.0	108407000.0	602964000.0						
3506	NDSN	2019-10-31	2019	2194226000.0	-1002123000.0	483113000.0	-708990000.0	110244000.0	593357000.0						
3507	NE	2017-12-31	2017	1236915000.0	-658924000.0	-41633000.0	-619624000.0	547990000.0	506357000.0						
3508	NE	2018-12-31	2018	1082826000.0	-667021000.0	-143941000.0	-559746000.0	486530000.0	342589000.0						
3509	NE	2019-12-31	2019	1305438000.0	-747404000.0	-50979000.0	-609013000.0	440221000.0	389242000.0						
3510	NEE	2017-12-31	2017	17195000000.0	-5326000000.0	4730000000.0	-7139000000.0	2357000000.0	7087000000.0						
3511	NEE	2018-12-31	2018	16727000000.0	-3735000000.0	4243000000.0	-8749000000.0	3911000000.0	8154000000.0						
3512	NEE	2019-12-31	2019	19169000000.0	-4597000000.0	5425000000.0	-9147000000.0	4216000000.0	9641000000.0						
3513	NEM	2017-12-31	2017	7379000000.0	-4062000000.0	1305000000.0	-2012000000.0	1261000000.0	2566000000.0	13117.0	Newmont Mining Corporation	 Investor	 Metallic mineral mining	Materials	Metals & mining
3514	NEM	2018-12-31	2018	7253000000.0	-4093000000.0	1188000000.0	-1972000000.0	1215000000.0	2403000000.0	13117.0	Newmont Mining Corporation	 Investor	 Metallic mineral mining	Materials	Metals & mining
3515	NEM	2019-12-31	2019	9740000000.0	-5195000000.0	1577000000.0	-2968000000.0	1960000000.0	3537000000.0	13117.0	Newmont Mining Corporation	 Investor	 Metallic mineral mining	Materials	Metals & mining
3516	NEO	2017-12-31	2017	240251000.0	-138295000.0	3960000.0	-97996000.0	22591000.0	26551000.0						
3517	NEO	2018-12-31	2018	276741000.0	-149476000.0	10040000.0	-117225000.0	21732000.0	31772000.0						
3518	NEO	2019-12-31	2019	408830000.0	-211994000.0	13006000.0	-183830000.0	30271000.0	43277000.0						
3519	NEOG	2017-05-31	2017	358277000.0	-189353000.0	64945000.0	-103979000.0	14691000.0	79636000.0						
3520	NEOG	2018-05-31	2018	397930000.0	-211658000.0	70194000.0	-116078000.0	17058000.0	87252000.0						
3521	NEOG	2019-05-31	2019	414186000.0	-222266000.0	68094000.0	-123826000.0	17624000.0	85718000.0						
3522	NEOG	2020-05-31	2020	418170000.0	-221891000.0	67523000.0	-128756000.0	18396000.0	85919000.0						
3523	NEOS	2017-12-31	2017	25018000.0	-12391000.0	-57016000.0	-69643000.0	3023000.0	-53993000.0						
3524	NEOS	2018-12-31	2018	49988000.0	-26928000.0	-43496000.0	-66556000.0	1750000.0	-41746000.0						
3525	NEOS	2019-12-31	2019	64649000.0	-25123000.0	-10415000.0	-49941000.0	2059000.0	-8356000.0						
3526	NEP	2017-12-31	2017	807000000.0	0.0	307000000.0	-500000000.0	226000000.0	533000000.0						
3527	NEP	2018-12-31	2018	771000000.0	0.0	290000000.0	-481000000.0	203000000.0	493000000.0						
3528	NEP	2019-12-31	2019	855000000.0	0.0	233000000.0	-622000000.0	331000000.0	564000000.0						
3529	NEPH	2017-12-31	2017	3809000.0	-1517000.0	-2226000.0	-4518000.0	218000.0	-2008000.0						
3530	NEPH	2018-12-31	2018	5687000.0	-2484000.0	-3016000.0	-6219000.0	29000.0	-2987000.0						
3531	NEPH	2019-12-31	2019	10334000.0	-4250000.0	-3311000.0	-9395000.0	24000.0	-3287000.0						
3532	NERV	2017-12-31	2017	-248129939.360459	248129939.360459	-41170161.0	-41170161.0	11094.0	-41159067.0						
3533	NERV	2018-12-31	2018	-311772705.5714866	311772705.5714866	-51729882.0	-51729882.0	17467.0	-51712415.0						
3534	NERV	2019-12-31	2019	-457234103.8466039	457234103.8466039	-75865096.0	-75865096.0	17467.0	-75847629.0						
3535	NEWR	2018-03-31	2017	355058000.0	-62725000.0	-46808000.0	-339141000.0	23243000.0	-23565000.0						
3536	NEWR	2019-03-31	2018	479225000.0	-77399000.0	-33106000.0	-434932000.0	53794000.0	20688000.0						
3537	NEWR	2020-03-31	2019	599510000.0	-103237000.0	-85489000.0	-581762000.0	75743000.0	-9746000.0						
3538	NFG	2017-09-30	2017	1579881000.0	0.0	552845000.0	-1027036000.0	224195000.0	777040000.0						
3539	NFG	2018-09-30	2018	1592668000.0	0.0	487086000.0	-1105582000.0	240961000.0	728047000.0						
3540	NFLX	2017-12-31	2017	11692713000.0	-7659666000.0	838679000.0	-3194368000.0	6330385000.0	7169064000.0						
3541	NFLX	2018-12-31	2018	15794341000.0	-9967538000.0	1605226000.0	-4221577000.0	7656457000.0	9261683000.0						
3542	NFLX	2019-12-31	2019	20156447000.0	-12440213000.0	2604254000.0	-5111980000.0	9319826000.0	11924080000.0						
3543	NGL	2018-03-31	2017	17282718000.0	-16536038000.0	53660000.0	-693020000.0	225738000.0	279398000.0						
3544	NGVC	2017-09-30	2017	769030000.0	-556694000.0	14098000.0	-198238000.0	29511000.0	43609000.0						
3545	NGVC	2018-09-30	2018	849042000.0	-623469000.0	15053000.0	-210520000.0	29430000.0	44483000.0						
3546	NGVC	2019-09-30	2019	903582000.0	-664829000.0	16766000.0	-221987000.0	28977000.0	45743000.0						
3547	NGVT	2017-12-31	2017	972400000.0	-643400000.0	202800000.0	-126200000.0	40400000.0	243200000.0						
3548	NGVT	2018-12-31	2018	1133600000.0	-716800000.0	262900000.0	-153900000.0	57000000.0	319900000.0						
3549	NGVT	2019-12-31	2019	1292900000.0	-810900000.0	299200000.0	-182800000.0	85000000.0	384200000.0						
3550	NHTC	2017-12-31	2017	197563000.0	-38645000.0	43059000.0	-115859000.0	536000.0	43595000.0						
3551	NHTC	2018-12-31	2018	191910000.0	-39367000.0	33732000.0	-118811000.0	424000.0	34156000.0						
3552	NHTC	2019-12-31	2019	77614000.0	-20104000.0	-5259000.0	-62769000.0	387000.0	-4872000.0						
3553	NI	2017-12-31	2017	4874600000.0	-1518700000.0	910600000.0	-2445300000.0	570300000.0	1480900000.0	13314.0	NiSource Inc.	 Investor	 Energy utility networks, Oil & gas storage & transportation, Thermal power generation	Infrastructure	General
3554	NI	2018-12-31	2018	5114500000.0	-1761300000.0	124700000.0	-3228500000.0	599600000.0	724300000.0	13314.0	NiSource Inc.	 Investor	 Energy utility networks, Oil & gas storage & transportation, Thermal power generation	Infrastructure	Oil & gas
3555	NI	2019-12-31	2019	5208900000.0	-1534800000.0	1305200000.0	-2368900000.0	717400000.0	2022600000.0	13314.0	NiSource Inc.	 Investor	 Energy utility networks, Oil & gas storage & transportation, Thermal power generation	Infrastructure	General
3556	NICK	2018-03-31	2017	83917000.0	0.0	50767000.0	-33150000.0	469000.0	51236000.0						
3557	NICK	2019-03-31	2018	71300000.0	0.0	37752000.0	-33548000.0	380000.0	38132000.0						
3558	NICK	2020-03-31	2019	62095000.0	0.0	27958000.0	-34137000.0	337000.0	28295000.0						
3559	NJR	2017-09-30	2017	2268617000.0	-1703767000.0	216410000.0	-348440000.0	81841000.0	298251000.0						
3560	NJR	2018-09-30	2018	2915109000.0	-2275342000.0	248178000.0	-391589000.0	85701000.0	333879000.0						
3561	NJR	2019-09-30	2019	2592045000.0	-2044302000.0	165125000.0	-382618000.0	91730000.0	256855000.0						
3562	NK	2017-12-31	2017	45000.0	0.0	-99120000.0	-99165000.0	5566000.0	-93554000.0						
3563	NK	2018-12-31	2018	47000.0	0.0	-98389000.0	-98436000.0	9555000.0	-88834000.0						
3564	NK	2019-12-31	2019	43000.0	0.0	-67807000.0	-67850000.0	9012000.0	-58795000.0						
3565	NKE	2017-05-31	2017	34350000000.0	-19038000000.0	4749000000.0	-10563000000.0	706000000.0	5455000000.0	13279.0	NIKE Inc.	 Investor	 Accessories, Textiles & fabric goods	Apparel	General
3566	NKE	2018-05-31	2018	36397000000.0	-20441000000.0	4445000000.0	-11511000000.0	747000000.0	5192000000.0	13279.0	NIKE Inc.	 Investor	 Accessories, Textiles & fabric goods	Apparel	General
3567	NKE	2019-05-31	2019	39117000000.0	-21643000000.0	4772000000.0	-12702000000.0	705000000.0	5477000000.0	13279.0	NIKE Inc.	 Investor	 Accessories, Textiles & fabric goods	Apparel	General
3568	NKE	2020-05-31	2020	37403000000.0	-21162000000.0	3115000000.0	-13126000000.0	721000000.0	3836000000.0	13279.0	NIKE Inc.	 Investor, Supply Chain	 Accessories, Textiles & fabric goods	Apparel	General
3569	NKTR	2017-12-31	2017	307711000.0	-30547000.0	-43661000.0	-320825000.0	14741000.0	-28920000.0						
3570	NKTR	2018-12-31	2018	1193323000.0	-24412000.0	687932000.0	-480979000.0	10870000.0	698802000.0						
3571	NKTR	2019-12-31	2019	114617000.0	-21374000.0	-440035000.0	-533278000.0	13156000.0	-426879000.0						
3572	NLNK	2017-12-31	2017	28711000.0	0.0	-72881000.0	-101592000.0	1407000.0	-71474000.0						
3573	NLNK	2018-12-31	2018	12474000.0	0.0	-62438000.0	-74912000.0	1145000.0	-61293000.0						
3574	NLNK	2019-12-31	2019	936000.0	0.0	-45134000.0	-46070000.0	1645000.0	-43489000.0						
3575	NLS	2017-12-31	2017	406184000.0	-202302000.0	45103000.0	-158779000.0	8643000.0	53746000.0						
3576	NLS	2018-12-31	2018	396753000.0	-215013000.0	20769000.0	-160971000.0	8942000.0	29711000.0						
3577	NLS	2019-12-31	2019	309285000.0	-198702000.0	-28536000.0	-139119000.0	10811000.0	-17725000.0						
3578	NLSN	2017-12-31	2017	6572000000.0	-2765000000.0	1305000000.0	-2502000000.0	640000000.0	1945000000.0						
3579	NLSN	2018-12-31	2018	6515000000.0	-2805000000.0	1077000000.0	-2633000000.0	675000000.0	1752000000.0						
3580	NLSN	2019-12-31	2019	6498000000.0	-2822000000.0	991000000.0	-2685000000.0	756000000.0	1747000000.0						
3581	NLST	2017-12-31	2017	38322000.0	-35866000.0	-10149000.0	-12605000.0	280000.0	-9869000.0						
3582	NLST	2018-12-31	2018	33529000.0	-31228000.0	-7454000.0	-9755000.0	254000.0	-7200000.0						
3583	NLST	2019-12-31	2019	26103000.0	-23533000.0	-7359000.0	-9929000.0	172000.0	-7187000.0						
3584	NOC	2017-12-31	2017	25803000000.0	-19849000000.0	3299000000.0	-2655000000.0	475000000.0	3774000000.0	13488.0	Northrop Grumman Corp	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
3585	NOC	2018-12-31	2018	30095000000.0	-23304000000.0	3780000000.0	-3011000000.0	800000000.0	4580000000.0	13488.0	Northrop Grumman Corp	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
3586	NOC	2019-12-31	2019	33841000000.0	-26582000000.0	3969000000.0	-3290000000.0	1018000000.0	4987000000.0	13488.0	Northrop Grumman Corp	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
3587	NOV	2017-12-31	2017	7304000000.0	-6412000000.0	-277000000.0	-1169000000.0	698000000.0	421000000.0						
3588	NOV	2018-12-31	2018	8453000000.0	-7009000000.0	211000000.0	-1233000000.0	690000000.0	901000000.0						
3589	NOV	2019-12-31	2019	8479000000.0	-7634000000.0	-458000000.0	-1303000000.0	533000000.0	75000000.0						
3590	NOW	2017-12-31	2017	1933026000.0	-499772000.0	-101414000.0	-1534668000.0	113875000.0	12461000.0	45120.0	ServiceNow Inc	 Investor, Supply Chain	 IT & software development	Services	General
